,ProviderID,Fiscal_year_begin_date,Report_date,Termination_Date,Waiver_code,Intermediary_number,Provider_type,Current_Census_division,Change_code_for_reclass,Actual_Geographic_MSA,Wage_Index_MSA,Standardized_amount_MSA,Sole_community_or_Medicare,LUGAR,Temporary_relief_indicator,Federal_PPS_Blend_indicator,Facility_specific_rate,Cost_of_living_adjustment,Intern_to_bed_ratio,Bed_size,Cost-to-charge_ratio,Case_mix_index,SSI_ratio,Medicaid_ratio,Provider_PPS_period,Special_provider_update_factor,Operating_DSH_percent,Fiscal_year_end_date,Special_wage_index,Special_payment_indicator,Hospital_quality_indicator,Geographic_location_CBSA,Reclassification_CBSA,Standardized_amount_CBSA,Total_pass_through_amount_and_miscellaneous,Pass_through_amount_capital,Pass_through_amount_direct,Pass_through_amount_organ,Capital_PPS_pay_code,Capital_hospital_specific_rate,Capital_old_harmless_rate,Capital_new_harmless_ratio,Capital_cost-to-charge_ratio,New_hospital,Capital_indirect_medical,Capital_exception_payment,Supplemental_wage_index,Supplemental_wage_index_indicator,Value_based_purchasing_participant,Value_based_purchasing_adjustment,Hospital_readmission_reduction_program_participant,Hospital_readmission_reduction_adjustment,Model_1_bundle_percent,Hospital_acquired_condition_(HAC)_reduction_program_participant,Uncompensated_care_amount,Electronic_health_record_(EHR)_incentive_program_reduction_indicator,Low-volume_adjustment_factor,County_code,State_code,Medicare_performance_adjustment,LTCH_DPP_indicator
5707,225254,01/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,1,0,0,--,--,--,12/31/2021,--,--,1,14454,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5708,225256,01/01/2021,03/31/2022,--,N,12001,38,0,--,8003,0000,0000,0,--,--,4,$0.00,0,--,0,0,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,25013,22,0,--
5709,225257,01/01/2021,03/31/2022,--,N,12901,38,1,N,8003,8003,8003,--,--,--,4,$0.00,0,--,100,1,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,25015,22,0,--
5710,225259,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,137,0,--,0,0,--,--,--,12/31/2021,--,--,1,14454,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25023,22,0,--
5711,225260,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,61,0,--,0,0,--,--,--,12/31/2021,--,--,1,49340,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25027,22,0,--
5712,225262,01/01/2021,03/31/2022,--,N,14211,38,1,--,8003,--,--,--,--,--,4,$0.00,1,--,1,0,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25013,22,0,--
5713,225263,07/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,0.0001,0,0,--,--,--,06/30/2022,--,--,1,14454,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5714,225264,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,123,0,--,0,0,--,--,--,12/31/2021,--,--,1,39300,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25005,22,0,--
5715,225265,01/01/2021,03/31/2022,--,N,14211,38,1,--,8003,--,--,--,--,--,4,$0.00,1,--,--,0,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,1,0,0,0,N,$0.00,--,0,25013,22,0,--
5716,225266,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,65,0,--,0,0,--,--,--,12/31/2021,--,--,1,14454,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25021,22,0,--
5717,225267,01/01/2018,03/31/2022,--,N,01011,38,0,--,1123,0000,0000,0,--,--,4,$274.16,0,--,133,0,--,0,0,--,--,--,--,--,--,1,39300,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.9805669914,0,0,0,--,$0.00,--,0,--,22,0,--
5718,225268,01/01/2021,03/31/2022,--,N,12901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,0,--,100,1,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,25017,22,0,--
5719,225269,01/01/2021,03/31/2022,--,N,14211,38,1,--,8003,--,--,--,--,--,4,$0.00,1,--,80,0,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25013,22,0,--
5720,225270,01/01/2021,03/31/2022,--,N,12901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,0,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0.175,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,25009,22,0,--
5721,225271,01/01/2021,03/31/2022,--,N,13001,38,2,--,1123,--,--,--,--,--,4,$0.00,1,--,51,0,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25009,22,0,--
5722,225272,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,125,0,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25017,22,0,--
5723,225273,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,80,0,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25017,22,0,--
5724,225274,01/01/2021,03/31/2022,--,--,08101,38,0,--,1123,--,--,--,--,--,4,$228.94,0,--,--,--,--,--,--,--,--,--,12/31/2021,--,--,1,14454,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5725,225275,01/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,1,0,0,--,--,--,12/31/2021,--,--,1,49340,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5726,225279,01/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,1,0,0,--,--,--,12/31/2021,--,--,1,14454,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,1,0,0,0,--,$0.00,--,0,--,22,0,--
5727,225281,04/01/2021,03/31/2022,--,N,13001,38,2,--,1123,--,--,--,--,--,4,$0.00,1,--,72,0,--,0,0,--,--,--,03/31/2022,--,--,1,14454,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25021,22,0,--
5728,225282,01/01/2021,03/31/2022,--,N,10311,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,0,0,--,0,0,--,--,--,12/31/2021,--,--,1,14454,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,--,22,0,--
5729,225283,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,123,0,--,0,0,--,--,--,12/31/2021,--,--,1,49340,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25027,22,0,--
5730,225284,01/01/2018,03/31/2022,--,N,01011,38,0,--,1123,0000,0000,0,--,--,4,$259.52,0,--,101,0,--,0,0,--,--,--,--,--,--,1,14454,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.9802457176,0,0,0,--,$0.00,--,0,--,22,0,--
5731,225286,01/01/2021,03/31/2022,--,N,12001,38,0,--,8003,0000,0000,0,--,--,4,$0.00,0,--,0,0,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,1,0,0,0,--,$0.00,--,0,25013,22,0,--
5732,225288,01/01/2021,03/31/2022,--,N,12901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,0,--,100,1,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,25017,22,0,--
5733,225290,01/01/2021,03/31/2022,--,N,13001,38,2,--,1123,--,--,--,--,--,4,$0.00,1,--,80,0,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25009,22,0,--
5734,225291,01/01/2021,03/31/2022,--,N,12001,38,0,--,8003,0000,0000,0,--,--,4,$0.00,0,--,0,0,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,25013,22,0,--
5735,225293,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,226,0,--,0,0,--,--,--,12/31/2021,--,--,1,49340,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25027,22,0,--
5736,225294,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,89,0,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25009,22,0,--
5737,225295,01/01/2021,03/31/2022,--,N,14211,38,1,--,8003,--,--,--,--,--,4,$0.00,1,--,41,0,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25013,22,0,--
5738,225296,01/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,1,0,0,--,--,--,12/31/2021,--,--,1,49340,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5739,225297,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,123,0,--,0,0,--,--,--,12/31/2021,--,--,1,14454,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25025,22,0,--
5740,225298,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,--,0,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25017,22,0,--
5741,225299,01/01/2021,03/31/2022,--,N,12901,38,1,N,8003,8003,8003,--,--,--,4,$0.00,0,--,100,1,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,25013,22,0,--
5742,225300,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,--,0,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25017,22,0,--
5743,225303,01/01/2021,03/31/2022,--,N,14211,38,1,--,8003,--,--,--,--,--,4,$0.00,1,--,--,0,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25013,22,0,--
5744,225304,01/01/2021,03/31/2022,--,N,05901,38,1,N,22,22,22,--,--,--,4,$0.00,1,--,100,1,1,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5745,225305,01/01/2021,03/31/2022,--,N,13001,38,2,--,1123,--,--,--,--,--,4,$387.14,1,--,--,0,--,0,0,--,--,--,12/31/2021,--,--,1,49340,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,1,0,0,0,N,$0.00,--,0,25027,22,0,--
5746,225306,01/01/2021,03/31/2022,--,N,05901,38,1,N,6323,6323,6323,--,--,--,4,$0.00,1,--,100,1,1,0,0,--,--,--,12/31/2021,--,--,1,38340,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5747,225309,10/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,0.0001,0,0,--,--,--,09/30/2022,--,--,1,15764,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5748,225312,01/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,1,0,0,--,--,--,12/31/2021,--,--,1,49340,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5749,225313,01/01/2021,03/31/2022,--,N,12001,38,0,--,8003,0000,0000,0,--,--,4,$0.00,0,--,0,0,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,25013,22,0,--
5750,225315,01/01/2022,03/31/2022,--,N,10311,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,0,0,--,0,0,--,--,--,12/31/2022,--,--,1,49340,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,--,22,0,--
5751,225317,01/01/2021,03/31/2022,--,N,14211,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,62,0,--,0,0,--,--,--,12/31/2021,--,--,1,39300,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25005,22,0,--
5752,225318,01/01/2021,03/31/2022,--,N,13001,38,2,--,1123,--,--,--,--,--,4,$478.68,1,--,--,0,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25009,22,0,--
5753,225319,01/01/2018,03/31/2022,--,N,01011,38,0,--,1123,0000,0000,0,--,--,4,$245.65,0,--,75,0,--,0,0,--,--,--,--,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.9802457176,0,0,0,--,$0.00,--,0,--,22,0,--
5754,225320,07/01/2021,03/31/2022,--,N,05901,38,1,N,0743,0743,0743,--,--,--,4,$0.00,1,--,100,1,0.0001,0,0,--,--,--,06/30/2022,--,--,1,12700,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5755,225321,01/01/2018,03/31/2022,--,N,01011,38,0,--,1123,0000,0000,0,--,--,4,$306.82,0,--,145,0,--,0,0,--,--,--,--,--,--,1,14454,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.9802457176,0,0,0,--,$0.00,--,0,--,22,0,--
5756,225322,01/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,0.0001,0,0,--,--,--,12/31/2021,--,--,1,14454,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5757,225323,01/01/2021,03/31/2022,--,N,12901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,0,--,100,1,--,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,25009,22,0,--
5758,225324,01/01/2018,03/31/2022,--,N,01011,38,0,--,1123,0000,0000,0,--,--,4,$249.16,0,--,123,0,--,0,0,--,--,--,--,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.9838486144,0,0,0,--,$0.00,--,0,--,22,0,--
5759,225326,01/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,0.0001,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5760,225328,01/01/2021,03/31/2022,--,N,10311,38,1,--,1123,--,--,--,--,--,4,$0.00,1,--,0,0,--,0,0,--,--,--,12/31/2021,--,--,1,39300,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,--,22,0,--
5761,225329,01/01/2018,03/31/2022,--,N,01011,38,0,--,1123,0000,0000,0,--,--,4,$260.42,0,--,106,0,--,0,0,--,--,--,--,--,--,1,15764,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.9802457176,0,0,0,--,$0.00,--,0,--,22,0,--
5762,225330,01/01/2021,03/31/2022,--,N,05901,38,1,N,0743,0743,0743,--,--,--,4,$0.00,1,--,100,1,0.0001,0,0,--,--,--,12/31/2021,--,--,1,12700,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5763,225331,01/01/2021,03/31/2022,--,N,05901,38,1,N,8003,8003,8003,--,--,--,4,$0.00,1,--,100,1,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5764,225332,01/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,0.0001,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5765,225333,01/01/2021,03/31/2022,--,N,04911,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,0,1,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,B,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,25009,22,0,--
5766,225334,01/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,4,$0.00,1,--,100,1,1,0,0,--,--,--,12/31/2021,--,--,1,49340,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5767,225335,01/01/2021,03/31/2022,--,N,10311,38,1,--,22,--,--,--,--,--,1,$0.00,1,--,0,0,--,0,0,--,--,--,12/31/2021,--,--,1,44140,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
5768,225337,01/01/2021,03/31/2022,--,N,14211,38,1,--,0743,--,--,--,--,--,4,$0.00,1,--,--,0,--,0,0,--,--,--,12/31/2021,--,--,1,12700,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25001,22,0,--
5769,225338,01/01/2021,03/31/2022,--,N,14211,38,1,--,0743,--,--,--,--,--,4,$0.00,1,--,--,0,--,0,0,--,--,--,12/31/2021,--,--,1,12700,--,--,$0.00,--,--,--,--,0,0,0,0,--,--,0,--,--,N,0.992,0,0,0,N,$0.00,--,0,25001,22,0,--
5770,225339,01/01/2021,03/31/2022,--,N,05901,38,1,N,1123,1123,1123,--,--,--,1,$0.00,1,--,100,1,1,0,0,--,--,--,12/31/2021,--,--,1,15764,--,--,$0.00,--,--,--,B,0,0,0,0.175,--,--,0,--,--,Y,0.992,0,0,0,--,$0.00,--,0,--,22,0,--
