CMS_Certification_Number
520076
170200
370039
140013
451350
450677
240019
360003
460051
450537
110032
140251
100030
340040
460010
521337
140067
10024
521303
240036
110107
351300
440072
51318
180013
371334
670006
230244
161344
450869
100173
441313
140019
250117
260216
190099
190202
521321
100077
161317
500036
10083
110132
100028
241319
240187
110113
110043
450196
50468
230121
150149
150149
460001
111305
450200
520075
10035
520089
190053
111310
131324
370004
171333
100213
50022
340041
181311
440130
521312
340173
450596
51317
141337
140130
50290
230133
281300
241361
450023
440012
451363
53302
361319
10169
520041
521339
231313
460014
450032
160104
250040
450867
421303
670082
30130
100281
230167
450489
100040
370149
190190
320011
250050
431335
61312
170122
450187
250001
451322
290022
430013
350019
521319
431331
351331
360155
30089
450035
180045
231316
380022
340144
110054
500031
40085
100032
173300
173300
370114
461301
30136
10001
241326
140209
150133
100259
360041
370049
501320
161306
450056
140304
501321
440053
161318
420010
281358
30006
451320
450080
450064
100044
51321
261308
450586
50510
450742
50764
351318
161378
60006
230193
190090
450176
150101
50093
370228
140137
150051
251312
320085
161342
13300
280105
190133
250081
670085
50394
171340
370018
50103
360011
101309
361304
450668
100252
10038
250031
380090
111303
150042
501330
110191
50357
250078
361332
380040
370006
260190
520078
361307
450669
501328
520193
520193
110064
171341
141311
440091
381318
501301
420104
281359
151313
100265
100265
380051
50393
190039
440029
140174
100200
161354
140122
50757
531305
270004
110075
171304
180130
141342
260137
670034
140258
520207
670088
440061
190088
430008
40017
110024
440059
230003
190002
30115
361327
50603
520198
51337
450644
450055
30068
370029
100258
111335
100080
171356
340145
51326
180101
161368
231319
451390
150173
61304
191323
31301
150074
371327
431305
280020
101308
50192
341303
450135
50235
230151
280009
171309
351314
150126
100051
160110
170175
281314
281308
460026
50411
271342
520088
290046
50738
380033
161305
180102
320067
51307
500024
260179
240043
380071
340151
340183
30007
350002
241313
180050
281315
380001
500072
191308
60012
370211
190184
171338
261328
110122
450634
381302
501312
250082
150004
151305
520027
10158
241339
140280
461307
50152
440131
40010
171316
450584
450024
50336
230227
110150
431324
230093
100286
360089
340070
360170
100285
30083
30094
451325
111324
281304
451392
140166
271318
420070
340060
141350
290057
51309
150091
260163
520021
451365
171312
241303
100166
140242
370089
50352
241364
381311
450828
431302
190116
191309
260195
380061
171368
50515
500084
340073
340032
10007
450469
110121
351304
100264
453309
240080
341304
50735
430095
50135
451311
450010
451309
270014
10168
13301
150047
10104
10131
50481
450674
241308
241380
230030
230047
52034
102003
50782
174006
240030
230279
260025
390039
360029
520202
670068
14007
104071
173026
220088
153025
393053
313029
340159
384012
54133
50038
140110
213029
170103
184014
490023
503025
114004
64028
100291
173033
150104
230108
364051
423025
454144
450347
513030
524000
454018
100128
210009
520138
54151
294003
340051
494022
520116
450653
410013
131318
281320
61307
100053
150158
421301
340171
100189
100228
260214
281303
230022
50236
100230
451345
50604
500041
450563
241337
320084
50342
51335
500060
181317
340129
231329
30022
140184
371307
261330
230230
271312
50082
501335
271321
50772
100319
260097
271307
60013
451318
171327
240084
140034
371336
451307
170075
61309
100289
230075
161325
270049
371324
110229
451354
230053
381320
361311
50174
360107
160057
420049
450675
500050
240063
150009
260027
161375
230021
50561
251323
351308
50076
371340
161340
30062
100090
340047
370083
370227
370016
50608
260191
340017
100176
171372
150056
170049
370214
450447
100224
100248
361312
360086
141339
361300
251317
50609
50283
380056
240093
170185
50234
250043
191321
140125
100109
240050
360091
160045
271319
50042
50710
281326
190308
670077
100313
440002
50308
500141
240052
110076
190013
521358
450346
241314
230069
161376
521308
370022
171335
281305
450163
30110
191317
231326
193300
450154
451337
50243
360132
100047
190106
440156
60020
180115
100122
260022
361316
100134
50295
150112
440175
380004
100276
440032
450144
141330
450097
100204
431320
260047
451341
61321
161366
520083
450193
50350
140059
451342
171347
360174
370019
161319
380089
141351
50581
250095
100177
151317
61313
370013
351329
141329
670059
11304
520208
161334
50423
141332
30013
50110
111320
230100
180002
140095
141327
110146
261329
30088
360087
250038
50498
450340
110038
170086
181325
521331
150089
240214
360358
150128
50301
110109
361321
171314
360210
60008
360144
141303
30121
360001
231325
50089
340109
431301
360046
360046
240207
261327
420048
50701
100084
140120
381308
151310
360172
441300
460017
100087
340013
61328
103304
190034
30101
440008
360026
500015
340123
160112
520177
281311
521322
380025
290019
360017
170182
291307
380021
450723
370203
370203
10125
240056
61326
170145
190054
180044
530014
171374
231320
260052
250136
320065
440035
521349
360211
271344
360192
61311
381307
171359
161361
140054
420066
100253
371338
450801
141345
431310
520033
520033
230239
360040
451304
501314
351321
171300
451328
450848
381325
231328
361330
171323
450684
50677
140029
420105
140032
140032
030064
060031
060054
030038
060128
060022
061314
230005
450124
051309
050352
34T141
010007
38T075
102304
555589
050135
455477
675495
675975
675996
676207
010168
010104
050481
241546
23T030
34T132
050169
46T051
050549
42T036
34T040
282316
010024
050313
190191
051327
555022
23T269
45T869
010083
040069
050468
061307
050604
42T067
050342
051335
030022
050772
050042
050710
050308
050125
030110
050779
37T023
45T213
050243
44T156
060020
44T175
115039
050295
010035
041307
10T213
050022
051317
050290
053302
060032
255346
051325
030130
010095
050488
050561
030062
050608
056426
100167
10T167
010103
050283
17T185
050234
055074
030089
040085
050195
050248
010001
060008
061308
030006
050245
061321
050350
676225
050581
271521
030055
050423
030013
050110
115684
030088
03T088
555590
050168
050224
030030
23T038
060006
041308
050093
19T025
013300
271524
185407
050394
190242
050103
05T103
010069
010038
041316
050357
230066
051666
525558
061317
050197
030121
050089
050060
050492
45T669
440103
050348
050757
162306
115610
050603
010125
061326
050026
061311
06A185
053305
050454
030137
050226
030061
050677
040004
060012
115707
050599
010158
555235
050152
05T152
050305
050336
05T336
115649
030094
051326
552805
050030
061304
050192
050235
17T175
050411
29T046
050738
051307
555187
240117
030007
050067
051310
050516
050056
060003
45T132
050636
52T087
261672
060114
010091
050281
06T023
050360
050222
050633
061301
051332
050573
050517
050231
050438
050100
050353
050378
050690
050272
050116
11T010
060071
050580
05T580
050159
050745
051314
060112
050763
432310
105128
10T063
36T036
050158
05T158
010058
010034
010039
051333
455538
675120
675338
675394
676444
010100
041329
25A188
050417
010120
102302
10T007
050191
050351
050036
050590
17T103
010102
051311
355054
010073
050396
050278
050485
050058
060044
031311
030085
03T085
051330
555420
010012
041328
050678
235705
362034
245512
060117
050238
050204
050471
500039
061324
50A174
050038
050455
050122
445372
351510
010144
050014
36T218
010059
050054
050551
345004
11T125
050441
14T091
45T101
050126
050291
041322
010112
050230
155305
15T115
010051
015178
010097
050024
060028
050770
45T352
010052
115721
38T047
010099
245470
245616
281321
051306
061318
455544
675051
675118
675446
675454
675630
675672
675709
675850
675858
675999
676012
676040
676226
676229
676325
676374
676381
676416
676431
676442
031317
26T096
060004
146196
050506
262315
050115
45T718
061327
241538
050077
050150
010061
15T002
050771
050300
295000
450591
050568
675847
375550
030023
050775
050131
450037
060064
060113
060023
040022
030122
010029
10T161
050625
050028
45T002
050589
115429
115568
030036
010023
050090
060030
050194
060001
030065
050013
050133
115712
521542
245416
061322
23T259
050180
061310
260198
050334
060119
06T119
360062
010086
033302
061336
060010
050107
355087
050537
050298
050624
050335
050736
050099
030069
243525
060049
242305
050496
010055
45T661
050128
281520
010065
45T007
50A181
