,ProviderID,Fiscal_year_begin_date,Report_date,Termination_Date,Waiver_code,Intermediary_number,Provider_type,Current_Census_division,Change_code_for_reclass,Actual_Geographic_MSA,Wage_Index_MSA,Standardized_amount_MSA,Sole_community_or_Medicare,LUGAR,Temporary_relief_indicator,Federal_PPS_Blend_indicator,Facility_specific_rate,Cost_of_living_adjustment,Intern_to_bed_ratio,Bed_size,Cost-to-charge_ratio,Case_mix_index,SSI_ratio,Medicaid_ratio,Provider_PPS_period,Special_provider_update_factor,Operating_DSH_percent,Fiscal_year_end_date,Special_wage_index,Special_payment_indicator,Hospital_quality_indicator,Geographic_location_CBSA,Reclassification_CBSA,Standardized_amount_CBSA,Total_pass_through_amount_and_miscellaneous,Pass_through_amount_capital,Pass_through_amount_direct,Pass_through_amount_organ,Capital_PPS_pay_code,Capital_hospital_specific_rate,Capital_old_harmless_rate,Capital_new_harmless_ratio,Capital_cost-to-charge_ratio,New_hospital,Capital_indirect_medical,Capital_exception_payment,Supplemental_wage_index,Supplemental_wage_index_indicator,Value_based_purchasing_participant,Value_based_purchasing_adjustment,Hospital_readmission_reduction_program_participant,Hospital_readmission_reduction_adjustment,Model_1_bundle_percent,Hospital_acquired_condition_(HAC)_reduction_program_participant,Uncompensated_care_amount,Electronic_health_record_(EHR)_incentive_program_reduction_indicator,Low-volume_adjustment_factor,County_code,State_code,Medicare_performance_adjustment,LTCH_DPP_indicator
7628,285151,07/01/2021,03/31/2022,,N,05901,38,6,N,28,28,28,,,,4,$0.00,1,,100,1,1,0,0,,,,06/30/2022,,,1,28,,,$0.00,,,,B,0,0,0,0.175,,,0,,,Y,1,0,0,0,,$0.00,,0,,28,0,
7629,285156,01/01/2021,03/31/2022,,N,03001,38,6,N,28,,,,,,4,$166.15,1,,74,0,,0,0,,,,12/31/2008,,,1,28,,,$0.00,,,,,0,0,0,0,,,0,,,N,1,0,0,0,,$0.00,,0,,28,0,
7630,285157,01/01/2021,03/31/2022,,N,04911,38,4,N,28,28,28,,,,4,$0.00,1,,64,0,1,0,0,,,,12/31/2021,,,1,28,,,$0.00,,,,B,0,0,0,0,,,0,,,N,1,0,0,0,,$0.00,,0,31133,28,0,
7631,285159,01/01/2021,03/31/2022,,N,05901,38,6,N,28,28,28,,,,4,$0.00,1,,100,1,1,0,0,,,,12/31/2021,,,1,28,,,$0.00,,,,B,0,0,0,0.175,,,0,,,Y,1,0,0,0,,$0.00,,0,,28,0,
7632,285160,01/01/2021,03/31/2022,,N,05901,38,6,N,28,28,28,,,,4,$0.00,1,,100,1,1,0,0,,,,12/31/2021,,,1,28,,,$0.00,,,,B,0,0,0,0.175,,,0,,,Y,0.992,0,0,0,,$0.00,,0,,28,0,
7633,285163,01/01/2021,03/31/2022,,N,05001,38,6,,28,,,,,,4,$0.00,0,,64,0,,0,0,,,,12/31/2021,,,1,28,,,$0.00,,,,,0,0,0,0,,,0,,,Y,1,0,0,0,,$0.00,,0,,28,0,
7634,285164,01/01/2021,03/31/2022,,N,05901,38,6,N,4360,4360,4360,,,,4,$0.00,1,,100,1,1,0,0,,,,12/31/2021,,,1,30700,,,$0.00,,,,B,0,0,0,0.175,,,0,,,Y,0.992,0,0,0,,$0.00,,0,,28,0,
7635,285165,01/01/2021,03/31/2022,,N,05901,38,6,N,28,28,28,,,,4,$0.00,1,,100,1,1,0,0,,,,12/31/2021,,,1,28,,,$0.00,,,,B,0,0,0,0.175,,,0,,,Y,0.992,0,0,0,,$0.00,,0,,28,0,
7636,285166,01/01/2021,03/31/2022,,N,04911,38,4,N,28,28,28,,,,4,$0.00,1,,100,0,1,0,0,,,,12/31/2021,,,1,28,,,$0.00,,,,B,0,0,0,0,,,0,,,N,1,0,0,0,,$0.00,,0,31001,28,0,
7637,285172,07/01/2021,03/31/2022,,N,05901,38,6,N,28,28,28,,,,4,$0.00,1,,100,1,1,0,0,,,,06/30/2022,,,1,28,,,$0.00,,,,B,0,0,0,0.175,,,0,,,Y,1,0,0,0,,$0.00,,0,,28,0,
7638,285173,01/01/2021,03/31/2022,,N,05901,38,6,N,5920,5920,5920,,,,4,$0.00,1,,100,1,1,0,0,,,,12/31/2021,,,1,36540,,,$0.00,,,,B,0,0,0,0.175,,,0,,,Y,0.992,0,0,0,,$0.00,,0,,28,0,
7639,285175,01/01/2021,03/31/2022,,N,03001,38,6,N,28,,,,,,4,$0.00,1,,41,0,,0,0,,,,12/31/2008,,,1,28,,,$0.00,,,,,0,0,0,0,,,0,,,N,1,0,0,0,,$0.00,,0,,28,0,
7640,285176,01/01/2021,03/31/2022,12/31/2021,N,03001,38,6,N,28,,,,,,4,$0.00,1,,74,0,,0,0,,,,12/31/2008,,,1,28,,,$0.00,,,,,0,0,0,0,,,0,,,N,1,0,0,0,,$0.00,,0,,28,0,
7641,285177,01/01/2021,03/31/2022,,N,03001,38,6,N,28,,,,,,4,$0.00,1,,73,0,,0,0,,,,12/31/2008,,,1,28,,,$0.00,,,,,0,0,0,0,,,0,,,N,1,0,0,0,,$0.00,,0,,28,0,
7642,285178,07/01/2021,03/31/2022,,N,05901,38,6,N,28,28,28,,,,4,$0.00,1,,100,1,1,0,0,,,,06/30/2022,,,1,28,,,$0.00,,,,B,0,0,0,0.175,,,0,,,Y,1,0,0,0,,$0.00,,0,,28,0,
7643,285180,01/01/2021,03/31/2022,,Y,06201,38,6,,28,,,,,,4,$0.00,0,,40,0,,0,0,,,,12/31/2021,,,,28,,,$0.00,,,,,0,0,0,0,,,0,,,N,1,0,0,0,N,$0.00,,0,31015,24,0,
7644,285183,01/01/2021,03/31/2022,,N,05901,38,6,N,28,28,28,,,,4,$0.00,1,,100,1,1,0,0,,,,12/31/2021,,,1,28,,,$0.00,,,,B,0,0,0,0.175,,,0,,,Y,1,0,0,0,,$0.00,,0,,28,0,
7645,285185,01/01/2021,03/31/2022,,N,03001,38,6,N,28,,,,,,4,$0.00,1,,66,0,,0,0,,,,12/31/2008,,,1,28,,,$0.00,,,,,0,0,0,0,,,0,,,N,1,0,0,0,,$0.00,,0,,28,0,
7646,285186,07/01/2021,03/31/2022,,N,05901,38,6,N,28,28,28,,,,4,$0.00,1,,100,1,1,0,0,,,,06/30/2022,,,1,28,,,$0.00,,,,B,0,0,0,0.175,,,0,,,Y,1,0,0,0,,$0.00,,0,,28,0,
7647,285187,01/01/2021,03/31/2022,,N,03001,38,6,N,28,,,,,,4,$0.00,1,,93,0,,0,0,,,,12/31/2008,,,1,28,,,$0.00,,,,,0,0,0,0,,,0,,,N,1,0,0,0,,$0.00,,0,,28,0,
